acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,z,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),52648.60000038147,I,z,1642,,,2,yes,1,3173.7000002861023,49474.90000009537,NBGFSM,NBGFSM,9004,LC,B,,,1
2,1,0.0,prac,1,m,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),56465.2000002861,I,m,2278,,,5,no,1,3802.7000002861023,52662.5,LNDPRSKQB,LNDPRSJQB,9004,LC,B,,,2
3,1,0.0,prac,1,z,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),59981.7000002861,I,z,1987,,,6,yes,1,3507.9000000953674,56473.800000190735,CSDBFPHXZ,CSDBFPHXZ,9004,LC,B,,,3
3,1,0.0,prac,0,m,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),63565.0,I,z,2054,,,3,no,1,3573.8999996185303,59991.10000038147,QHZXPC,QHZWPC,9004,LC,B,,,4
4,1,0.0,prac,1,z,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),66398.30000019073,I,z,1302,,,4,yes,1,2823.300000190735,63575.0,RSM,RSM,9004,LC,B,,,5
5,1,0.0,prac,1,m,30000.0,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),69148.5,I,m,1222,,,1,no,1,2740.699999809265,66407.80000019073,RNV,FNV,9004,LC,B,,,6
1,1,1.183000087738037,test,1,m,28816.999912261963,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),87065.60000038147,I,m,1164,1164,,1,no,1,1176.4000000953674,85889.2000002861,HCF,RCF,9004,LC,B,82211,,1
2,1,2.9830000400543213,test,1,m,27016.99995994568,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),88865.7000002861,I,m,1788,1788,,2,no,1,1792.4000000953674,87073.30000019073,QTPRJX,QTPNJX,9004,LC,B,83395,,2
3,1,5.400000095367432,test,1,m,24599.99990463257,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),91282.0,I,m,2404,2404,,3,no,1,2409.0999999046326,88872.90000009537,MZDYGVGKQ,MZDYGLBKQ,9004,LC,B,85195,,3
4,1,6.83299994468689,test,1,m,23167.00005531311,Mon Oct 28 2024 16:45:05 GMT-0400 (Eastern Daylight Time),92715.0,I,m,1412,1412,,4,no,1,1425.5,91289.5,FQTNMK,JQTNMK,9004,LC,B,87611,,4
