acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,2,2.4160001277923584,test,1,z,27583.99987220764,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),103754.40000000596,I,z,2405,,2405.0,1,yes,1,6826.4000000059605,96928.0,PRDBZTYFN,PRDBZTYFN,8001,LC,A,,99497.0,1
2,2,4.365000009536743,test,1,m,25634.999990463257,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),105703.59999999404,I,m,1940,,1940.0,2,no,1,8775.59999999404,96928.0,NCWJDZ,NCMJDZ,8001,LC,A,,101914.0,2
3,2,5.998000144958496,test,1,m,24001.999855041504,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),107336.40000000596,I,m,1614,,1614.0,3,no,1,10408.40000000596,96928.0,KHW,KBW,8001,LC,A,,103864.0,3
4,2,8.114000082015991,test,1,m,21885.99991798401,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),109452.5,I,m,2110,,2110.0,4,no,1,12524.5,96928.0,ZRBGMF,ZRBCMF,8001,LC,A,,105496.0,4
5,2,9.480000019073486,test,1,m,20519.999980926514,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),110818.69999998808,I,m,1362,,1362.0,5,no,1,13890.699999988079,96928.0,BTH,BYH,8001,LC,A,,107612.0,5
6,2,11.896000146865845,test,1,z,18103.999853134155,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),113234.59999999404,I,z,2412,,2412.0,6,yes,1,16306.59999999404,96928.0,XWKQRYCNZ,XWKQRYCNZ,8001,LC,A,,108978.0,6
7,2,14.279000043869019,test,1,z,15720.999956130981,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),115617.40000000596,I,z,2364,,2364.0,7,yes,1,18689.40000000596,96928.0,HNPDLK,HNPDLK,8001,LC,A,,111394.0,7
8,2,16.811000108718872,test,1,m,13188.999891281128,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),118149.69999998808,I,m,2517,,2517.0,8,no,1,21221.69999998808,96928.0,WMQTRSGLZ,WMQTRZGLZ,8001,LC,A,,113777.0,8
9,2,17.960000038146973,test,1,z,12039.999961853027,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),119299.5,I,z,1137,,1137.0,9,yes,1,22371.5,96928.0,JPN,JPN,8001,LC,A,,116309.0,9
10,2,19.64300012588501,test,1,m,10356.99987411499,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),120982.09999999404,I,m,1675,,1675.0,10,no,1,24054.09999999404,96928.0,QLXSVT,QLNSVT,8001,LC,A,,117459.0,10
11,2,21.943000078201294,test,1,z,8056.999921798706,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),123281.69999998808,I,z,2288,,2288.0,11,yes,1,26353.69999998808,96928.0,YXHKZVFPB,YXHKZVFPD,8001,LC,A,,119142.0,11
12,2,23.508000135421753,test,1,z,6491.999864578247,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),124847.69999998808,I,z,1557,,1557.0,12,yes,1,27919.69999998808,96928.0,RJZ,RJZ,8001,LC,A,,121441.0,12
13,2,26.687000036239624,test,1,z,3312.999963760376,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),128026.59999999404,I,z,3175,,3175.0,13,yes,1,31098.59999999404,96928.0,CLNPZD,CLNPZD,8001,LC,A,,123007.0,13
14,2,29.707000017166138,test,1,m,292.9999828338623,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),131045.79999998212,I,m,3012,,3012.0,14,no,1,34117.79999998212,96928.0,DCBPFHXYJ,DCBPFHLYJ,8001,LC,A,,126186.0,14
14,2,30.006999969482422,test,0,m,-6.999969482421875,Fri Sep 20 2024 15:22:28 GMT-0500 (Central Daylight Time),131345.69999998808,I,None,297,,297.0,15,no,1,34417.69999998808,96928.0,MWR,ZWR,8001,LC,A,,129205.0,15
