acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,m,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),48131.39999997616,O,m,2211,,,3,no,1,3837.399999976158,44294.0,QHZXPC,QHZWPC,7016,LC,B,,,1
2,1,0.0,prac,1,m,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),50788.10000002384,O,m,1125,,,1,no,1,2650.0,48138.10000002384,RNV,FNV,7016,LC,B,,,2
3,1,0.0,prac,1,z,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),54436.89999997616,O,z,2121,,,4,yes,1,3644.7999999523163,50792.10000002384,RSM,RSM,7016,LC,B,,,3
4,1,0.0,prac,1,m,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),58535.60000002384,O,m,2569,,,5,no,1,4094.2000000476837,54441.39999997616,LNDPRSKQB,LNDPRSJQB,7016,LC,B,,,4
4,1,0.0,prac,0,z,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),62684.19999998808,O,m,2614,,,6,yes,1,4144.199999988079,58540.0,CSDBFPHXZ,CSDBFPHXZ,7016,LC,B,,,5
5,1,0.0,prac,1,z,30000.0,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),66649.60000002384,O,z,2433,,,2,yes,1,3961.0,62688.60000002384,NBGFSM,NBGFSM,7016,LC,B,,,6
1,1,1.183000087738037,test,1,m,28816.999912261963,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),78845.80000001192,O,m,1174,1174,,1,no,1,1178.1000000238419,77667.69999998808,HCF,RCF,7016,LC,B,75041,,1
1,1,2.549999952316284,test,0,m,27450.000047683716,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),80212.39999997616,O,z,1360,1360,,2,no,1,1363.2999999523163,78849.10000002384,QTPRJX,QTPNJX,7016,LC,B,76223,,2
1,1,4.266000032424927,test,0,m,25733.999967575073,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),81928.39999997616,O,z,1698,1698,,3,no,1,1712.8999999761581,80215.5,MZDYGVGKQ,MZDYGLBKQ,7016,LC,B,77589,,3
2,1,5.398999929428101,test,1,m,24601.0000705719,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),83061.19999998808,O,m,1118,1118,,4,no,1,1129.800000011921,81931.39999997616,FQTNMK,JQTNMK,7016,LC,B,79305,,4
3,1,6.781000137329102,test,1,z,23218.9998626709,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),84444.10000002384,O,z,1369,1369,,5,yes,1,1379.800000011921,83064.30000001192,CLJ,CLJ,7016,LC,B,80438,,5
3,1,8.96399998664856,test,0,m,21036.00001335144,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),86626.89999997616,O,z,2163,2163,,6,no,1,2179.599999964237,84447.30000001192,JGDMNSVPW,JGZMNSVPW,7016,LC,B,81821,,6
4,1,11.079999923706055,test,1,z,18920.000076293945,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),88742.69999998808,O,z,2100,2100,,7,yes,1,2112.599999964237,86630.10000002384,FPTVHKCBJ,FPTVHKCBJ,7016,LC,B,84003,,7
5,1,12.180000066757202,test,1,m,17819.999933242798,Tue Sep 03 2024 10:39:07 GMT-0500 (Central Daylight Time),89842.5,O,m,1080,1080,,8,no,1,1096.800000011921,88745.69999998808,XRPZBS,ZRPBDH,7016,LC,B,86119,,8
