acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,z,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),41367.69999999553,I,z,2252,,,2,yes,1,3778.0,37589.69999999553,NBGFSM,NBGFSM,8002,LC,A,,,1
2,1,0.0,prac,1,z,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),44383.39999999851,I,z,1485,,,4,yes,1,3010.8000000044703,41372.59999999404,RSM,RSM,8002,LC,A,,,2
3,1,0.0,prac,1,m,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),46866.09999999404,I,m,958,,,1,no,1,2478.5999999940395,44387.5,RNV,FNV,8002,LC,A,,,3
4,1,0.0,prac,1,m,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),51264.29999999702,I,m,2875,,,5,no,1,4393.70000000298,46870.59999999404,LNDPRSKQB,LNDPRSJQB,8002,LC,A,,,4
5,1,0.0,prac,1,z,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),55464.39999999851,I,z,2676,,,6,yes,1,4195.39999999851,51269.0,CSDBFPHXZ,CSDBFPHXZ,8002,LC,A,,,5
6,1,0.0,prac,1,m,30000.0,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),58645.69999999553,I,m,1644,,,3,no,1,3176.6999999955297,55469.0,QHZXPC,QHZWPC,8002,LC,A,,,6
1,1,1.067000150680542,test,1,m,28932.999849319458,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),72041.59999999404,I,m,1044,1044,,1,no,1,1060.2999999970198,70981.29999999702,HCF,RCF,8002,LC,A,67562,,1
2,1,4.016000032424927,test,1,m,25983.999967575073,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),74991.0,I,m,2940,2940,,2,no,1,2946.0,72045.0,QTPRJX,QTPNJX,8002,LC,A,68626,,2
3,1,6.498000144958496,test,1,m,23501.999855041504,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),77473.19999999553,I,m,2470,2470,,3,no,1,2478.0,74995.19999999553,MZDYGVGKQ,MZDYGLBKQ,8002,LC,A,71576,,3
4,1,8.031000137329102,test,1,m,21968.9998626709,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),79005.89999999851,I,m,1525,1525,,4,no,1,1529.2000000029802,77476.69999999553,FQTNMK,JQTNMK,8002,LC,A,74057,,4
5,1,9.514000177383423,test,1,z,20485.999822616577,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),80488.79999999702,I,z,1464,1464,,5,yes,1,1479.1000000014901,79009.69999999553,CLJ,CLJ,8002,LC,A,75590,,5
5,1,13.663000106811523,test,0,m,16336.999893188477,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),84637.5,I,z,4142,4142,,6,no,1,4145.60000000149,80491.89999999851,JGDMNSVPW,JGZMNSVPW,8002,LC,A,77072,,6
6,1,18.045000076293945,test,1,z,11954.999923706055,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),89019.39999999851,I,z,4377,4377,,7,yes,1,4378.60000000149,84640.79999999702,FPTVHKCBJ,FPTVHKCBJ,8002,LC,A,81221,,7
7,1,19.460999965667725,test,1,m,10539.000034332275,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),90435.89999999851,I,m,1402,1402,,8,no,1,1412.3999999985099,89023.5,XRPZBS,ZRPBDH,8002,LC,A,85604,,8
8,1,20.761000156402588,test,1,m,9238.999843597412,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),91735.39999999851,I,m,1291,1291,,9,no,1,1296.3999999985099,90439.0,ZSQ,ZSP,8002,LC,A,87019,,9
9,1,23.62600016593933,test,1,z,6373.999834060669,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),94601.19999999553,I,z,2847,2847,,10,yes,1,2862.5,91738.69999999553,MPZRXL,MPZRXL,8002,LC,A,88319,,10
10,1,24.743000030517578,test,1,m,5256.999969482422,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),95717.59999999404,I,m,1101,1101,,11,no,1,1113.1999999955297,94604.39999999851,KJH,KRH,8002,LC,A,91185,,11
11,1,28.04200005531311,test,1,z,1957.9999446868896,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),99016.5,I,z,3281,3281,,12,yes,1,3295.9000000059605,95720.59999999404,SMNHVTFCB,SMNHVTFCB,8002,LC,A,92301,,12
11,1,30.008000135421753,test,0,z,-8.00013542175293,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),100982.79999999702,I,None,1962,1962,,13,yes,1,1963.3999999985099,99019.39999999851,KJWTQF,KJWTQF,8002,LC,A,95600,,13
1,2,3.132000207901001,test,1,z,26867.999792099,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),106864.0,I,z,3115,,3115.0,1,yes,1,7844.60000000149,99019.39999999851,PRDBZTYFN,PRDBZTYFN,8002,LC,A,,100315.0,1
1,2,5.465000152587891,test,0,m,24534.99984741211,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),109196.59999999404,I,z,2318,,2318.0,2,no,1,10177.19999999553,99019.39999999851,NCWJDZ,NCMJDZ,8002,LC,A,,103448.0,2
2,2,6.831000089645386,test,1,m,23168.999910354614,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),110562.79999999702,I,m,1362,,1362.0,3,no,1,11543.39999999851,99019.39999999851,KHW,KBW,8002,LC,A,,105780.0,3
3,2,8.847000122070312,test,1,m,21152.999877929688,Fri Sep 13 2024 12:35:59 GMT-0500 (Central Daylight Time),112578.79999999702,I,m,2004,,2004.0,4,no,1,13559.39999999851,99019.39999999851,ZRBGMF,ZRBCMF,8002,LC,A,,107146.0,4
