acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
7,1,20.743000030517578,test,1,m,9256.999969482422,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),104157.70000000298,I,m,1726,1726,,9,no,1,1729.8999999985099,102427.80000000447,ZSQ,ZSP,8000,LC,B,96089,,9
8,1,24.70799994468689,test,1,z,5292.00005531311,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),108123.20000000298,I,z,3953,3953,,10,yes,1,3962.3000000044703,104160.89999999851,MPZRXL,MPZRXL,8000,LC,B,97822,,10
9,1,27.174000024795532,test,1,m,2825.999975204468,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),110588.80000000447,I,m,2451,2451,,11,no,1,2462.4000000059605,108126.39999999851,KJH,KRH,8000,LC,B,101788,,11
9,1,30.006999969482422,test,0,z,-6.999969482421875,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),113421.5,I,None,2829,2829,,12,yes,1,2829.6999999955297,110591.80000000447,SMNHVTFCB,SMNHVTFCB,8000,LC,B,104253,,12
1,2,3.2660000324249268,test,1,z,26733.999967575073,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),122451.89999999851,I,z,3253,,3253.0,1,yes,1,11860.09999999404,110591.80000000447,PRDBZTYFN,PRDBZTYFN,8000,LC,B,,112850.0,1
1,2,7.263999938964844,test,0,m,22736.000061035156,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),126450.5,I,z,3995,,3995.0,2,no,1,15858.69999999553,110591.80000000447,NCWJDZ,NCMJDZ,8000,LC,B,,116116.0,2
2,2,9.54699993133545,test,1,m,20453.00006866455,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),128733.30000000447,I,m,2276,,2276.0,3,no,1,18141.5,110591.80000000447,KHW,KBW,8000,LC,B,,120115.0,3
2,2,12.496000051498413,test,0,m,17503.999948501587,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),131682.5,I,z,2937,,2937.0,4,no,1,21090.69999999553,110591.80000000447,ZRBGMF,ZRBCMF,8000,LC,B,,122398.0,4
3,2,13.712000131607056,test,1,m,16287.999868392944,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),132898.6000000015,I,m,1204,,1204.0,5,no,1,22306.79999999702,110591.80000000447,BTH,BYH,8000,LC,B,,125347.0,5
4,2,17.111000061035156,test,1,z,12888.999938964844,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),136297.5,I,z,3387,,3387.0,6,yes,1,25705.69999999553,110591.80000000447,XWKQRYCNZ,XWKQRYCNZ,8000,LC,B,,126564.0,6
5,2,20.294000148773193,test,1,z,9705.999851226807,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),139479.70000000298,I,z,3173,,3173.0,7,yes,1,28887.89999999851,110591.80000000447,HNPDLK,HNPDLK,8000,LC,B,,129962.0,7
5,2,24.159000158309937,test,0,m,5840.9998416900635,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),143345.3999999985,I,z,3847,,3847.0,8,no,1,32753.59999999404,110591.80000000447,WMQTRSGLZ,WMQTRZGLZ,8000,LC,B,,133144.0,8
6,2,26.608999967575073,test,1,z,3391.0000324249268,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),145794.80000000447,I,z,2430,,2430.0,9,yes,1,35203.0,110591.80000000447,JPN,JPN,8000,LC,B,,137010.0,9
7,2,28.141000032424927,test,1,m,1858.9999675750732,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),147327.20000000298,I,m,1524,,1524.0,10,no,1,36735.39999999851,110591.80000000447,QLXSVT,QLNSVT,8000,LC,B,,139459.0,10
7,2,30.006999969482422,test,0,z,-6.999969482421875,Wed Sep 18 2024 10:15:22 GMT-0500 (Central Daylight Time),149193.3999999985,I,None,1863,,1863.0,11,yes,1,38601.59999999404,110591.80000000447,YXHKZVFPB,YXHKZVFPD,8000,LC,B,,140991.0,11
