acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,z,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),42094.0,I,z,1062,,,4,yes,1,2594.9000000003725,39499.09999999963,RSM,RSM,8006,LC,B,,,1
2,1,0.0,prac,1,z,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),45542.89999999944,I,z,1926,,,6,yes,1,3442.699999999255,42100.200000000186,CSDBFPHXZ,CSDBFPHXZ,8006,LC,B,,,2
3,1,0.0,prac,1,z,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),48308.799999999814,I,z,1230,,,2,yes,1,2761.0999999996275,45547.700000000186,NBGFSM,NBGFSM,8006,LC,B,,,3
4,1,0.0,prac,1,m,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),51141.0,I,m,1303,,,5,no,1,2827.2000000001863,48313.799999999814,LNDPRSKQB,LNDPRSJQB,8006,LC,B,,,4
5,1,0.0,prac,1,m,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),54856.89999999944,I,m,2184,,,3,no,1,3711.199999999255,51145.700000000186,QHZXPC,QHZWPC,8006,LC,B,,,5
6,1,0.0,prac,1,m,30000.0,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),57256.39999999944,I,m,877,,,1,no,1,2395.0,54861.39999999944,RNV,FNV,8006,LC,B,,,6
1,1,1.3489999771118164,test,1,m,28651.000022888184,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),66769.89999999944,I,m,1338,1338,,1,no,1,1345.699999999255,65424.200000000186,HCF,RCF,8006,LC,B,63949,,1
2,1,3.447999954223633,test,1,m,26552.000045776367,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),68869.29999999981,I,m,2093,2093,,2,no,1,2095.9000000003725,66773.39999999944,QTPRJX,QTPNJX,8006,LC,B,65298,,2
3,1,5.813999891281128,test,1,m,24186.000108718872,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),71235.20000000019,I,m,2353,2353,,3,no,1,2362.300000000745,68872.89999999944,MZDYGVGKQ,MZDYGLBKQ,8006,LC,B,67398,,3
4,1,6.912999868392944,test,1,m,23087.000131607056,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),72334.70000000019,I,m,1092,1092,,4,no,1,1096.0,71238.70000000019,FQTNMK,JQTNMK,8006,LC,B,69763,,4
5,1,8.69599986076355,test,1,z,21304.00013923645,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),74117.59999999963,I,z,1768,1768,,5,yes,1,1779.7000000001863,72337.89999999944,CLJ,CLJ,8006,LC,B,70862,,5
6,1,10.02899980545044,test,1,m,19971.00019454956,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),75450.39999999944,I,m,1322,1322,,6,no,1,1329.5,74120.89999999944,JGDMNSVPW,JGZMNSVPW,8006,LC,B,72645,,6
7,1,12.611999988555908,test,1,z,17388.00001144409,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),78032.89999999944,I,z,2565,2565,,7,yes,1,2579.199999999255,75453.70000000019,FPTVHKCBJ,FPTVHKCBJ,8006,LC,B,73978,,7
8,1,13.777999877929688,test,1,m,16222.000122070312,Fri Sep 20 2024 18:30:57 GMT-0500 (Central Daylight Time),79199.39999999944,I,m,1150,1150,,8,no,1,1163.0999999996275,78036.29999999981,XRPZBS,ZRPBDH,8006,LC,B,76561,,8
