acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
4,2,5.997999906539917,test,1,m,24002.000093460083,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),99772.19999992847,O,m,1511,,1511.0,4,no,1,10277.099999904633,89495.10000002384,ZRBGMF,ZRBCMF,7001,LC,A,,96607.0,4
5,2,6.930999994277954,test,1,m,23069.000005722046,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),100705.19999992847,O,m,923,,923.0,5,no,1,11210.099999904633,89495.10000002384,BTH,BYH,7001,LC,A,,98123.0,5
6,2,9.162999868392944,test,1,z,20837.000131607056,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),102937.89999997616,O,z,2221,,2221.0,6,yes,1,13442.799999952316,89495.10000002384,XWKQRYCNZ,XWKQRYCNZ,7001,LC,A,,99057.0,6
7,2,10.61299991607666,test,1,z,19387.00008392334,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),104387.19999992847,O,z,1437,,1437.0,7,yes,1,14892.099999904633,89495.10000002384,HNPDLK,HNPDLK,7001,LC,A,,101289.0,7
8,2,13.02899980545044,test,1,m,16971.00019454956,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),106803.39999997616,O,m,2411,,2411.0,8,no,1,17308.299999952316,89495.10000002384,WMQTRSGLZ,WMQTRZGLZ,7001,LC,A,,102739.0,8
9,2,13.961999893188477,test,1,z,16038.000106811523,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),107736.29999995232,O,z,915,,915.0,9,yes,1,18241.199999928474,89495.10000002384,JPN,JPN,7001,LC,A,,105155.0,9
10,2,15.194999933242798,test,1,m,14805.000066757202,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),108969.19999992847,O,m,1214,,1214.0,10,no,1,19474.099999904633,89495.10000002384,QLXSVT,QLNSVT,7001,LC,A,,106088.0,10
10,2,18.460000038146973,test,0,z,11539.999961853027,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),112234.89999997616,O,m,3253,,3253.0,11,yes,1,22739.799999952316,89495.10000002384,YXHKZVFPB,YXHKZVFPD,7001,LC,A,,107321.0,11
11,2,19.493000030517578,test,1,z,10506.999969482422,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),113267.89999997616,O,z,1028,,1028.0,12,yes,1,23772.799999952316,89495.10000002384,RJZ,RJZ,7001,LC,A,,110586.0,12
12,2,20.859999895095825,test,1,z,9140.000104904175,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),114634.19999992847,O,z,1355,,1355.0,13,yes,1,25139.099999904633,89495.10000002384,CLNPZD,CLNPZD,7001,LC,A,,111619.0,13
13,2,23.806999921798706,test,1,m,6193.000078201294,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),117583.10000002384,O,m,2932,,2932.0,14,no,1,28088.0,89495.10000002384,DCBPFHXYJ,DCBPFHLYJ,7001,LC,A,,112986.0,14
14,2,24.656999826431274,test,1,m,5343.000173568726,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),118433.19999992847,O,m,839,,839.0,15,no,1,28938.099999904633,89495.10000002384,MWR,ZWR,7001,LC,A,,115935.0,15
14,2,26.472999811172485,test,0,z,3527.0001888275146,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),120249.10000002384,O,m,1796,,1796.0,16,yes,1,30754.0,89495.10000002384,LPKXZW,LPKXZW,7001,LC,A,,116786.0,16
15,2,27.9229998588562,test,1,m,2077.000141143799,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),121698.5,O,m,1437,,1437.0,17,no,1,32203.399999976158,89495.10000002384,TZL,TZQ,7001,LC,A,,118601.0,17
15,2,30.00599980354309,test,0,z,-5.99980354309082,Thu Sep 05 2024 15:06:50 GMT-0500 (Central Daylight Time),123781.60000002384,O,None,2079,,2079.0,18,yes,1,34286.5,89495.10000002384,CSDBFPHXZ,CSDBFPHXZ,7001,LC,A,,120050.0,18
