acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
6,2,12.76200008392334,test,1,z,17237.99991607666,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),149711.30000001192,O,z,3147,,3147.0,6,yes,1,26295.0,123416.30000001192,XWKQRYCNZ,XWKQRYCNZ,9999,LC,C,,145044.0,6
7,2,15.07800006866455,test,1,z,14921.99993133545,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),152027.19999998808,O,z,2293,,2293.0,7,yes,1,28610.899999976158,123416.30000001192,HNPDLK,HNPDLK,9999,LC,C,,148210.0,7
8,2,18.16100001335144,test,1,m,11838.99998664856,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),155109.5,O,m,3065,,3065.0,8,no,1,31693.19999998808,123416.30000001192,WMQTRSGLZ,WMQTRZGLZ,9999,LC,C,,150526.0,8
9,2,18.927000045776367,test,1,z,11072.999954223633,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),155875.69999998808,O,z,751,,751.0,9,yes,1,32459.399999976158,123416.30000001192,JPN,JPN,9999,LC,C,,153608.0,9
10,2,20.259999990463257,test,1,m,9740.000009536743,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),157208.69999998808,O,m,1312,,1312.0,10,no,1,33792.39999997616,123416.30000001192,QLXSVT,QLNSVT,9999,LC,C,,154375.0,10
11,2,22.925999879837036,test,1,z,7074.000120162964,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),159874.5,O,z,2644,,2644.0,11,yes,1,36458.19999998808,123416.30000001192,YXHKZVFPB,YXHKZVFPD,9999,LC,C,,155707.0,11
12,2,24.47499990463257,test,1,z,5525.000095367432,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),161424.0,O,z,1530,,1530.0,12,yes,1,38007.69999998808,123416.30000001192,RJZ,RJZ,9999,LC,C,,158372.0,12
13,2,25.575000047683716,test,1,z,4424.999952316284,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),162523.60000002384,O,z,1076,,1076.0,13,yes,1,39107.30000001192,123416.30000001192,CLNPZD,CLNPZD,9999,LC,C,,159923.0,13
14,2,28.124000072479248,test,1,m,1875.999927520752,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),165072.89999997616,O,m,2529,,2529.0,14,no,1,41656.59999996424,123416.30000001192,DCBPFHXYJ,DCBPFHLYJ,9999,LC,C,,161022.0,14
15,2,28.990000009536743,test,1,m,1009.9999904632568,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),165939.19999998808,O,m,844,,844.0,15,no,1,42522.89999997616,123416.30000001192,MWR,ZWR,9999,LC,C,,163571.0,15
15,2,30.02300000190735,test,0,z,-23.000001907348633,Wed Aug 28 2024 13:38:30 GMT-0500 (Central Daylight Time),166972.30000001192,O,None,1019,,1019.0,16,yes,1,43556.0,123416.30000001192,LPKXZW,LPKXZW,9999,LC,C,,164437.0,16
